kmer,importance
kmer_9676,0.007127598
kmer_8999,0.007126614
kmer_6118,0.0071263006
kmer_8670,0.0071259364
kmer_6065,0.007125105
kmer_8951,0.007122672
kmer_5051,0.00712164
kmer_9683,0.007121512
kmer_4953,0.0071207574
kmer_1997,0.0071207127
kmer_6373,0.0071204524
kmer_9319,0.007119621
kmer_6539,0.007117141
kmer_6248,0.0071170367
kmer_9393,0.0071169296
kmer_6611,0.007116652
kmer_8721,0.007115941
kmer_6652,0.007115376
kmer_8504,0.0071152975
kmer_7261,0.0071148286
kmer_2631,0.007114113
kmer_7016,0.0071140104
kmer_4133,0.0071129235
kmer_7602,0.0071121613
kmer_5844,0.007111703
kmer_6646,0.0071101
kmer_5538,0.007109765
kmer_6157,0.007109098
kmer_2005,0.0071088555
kmer_3172,0.0071086935
kmer_7530,0.00710803
kmer_9670,0.0071055517
kmer_8235,0.0071054283
