Run,Collection_date,Year,Isolate,Location,Isolation_source,amikacin,ciprofloxacin,ceftazidime,meropenem
SRR5385785,2013,2013,PDT000874845.1,USA: Houston,urine,,,1.0,
SRR5385798,2013,2013,PDT000874858.1,USA: Houston,urine,,,1.0,
SRR5385800,2013,2013,PDT000874860.1,USA: Houston,urine,,,1.0,
SRR5385801,2013,2013,PDT000874861.1,USA: Houston,urine,,,1.0,
SRR5385807,2013,2013,PDT000874867.1,USA: Houston,respiratory,,,1.0,
SRR5385808,2013,2013,PDT000874868.1,USA: Houston,respiratory,,,1.0,
SRR5385886,2013,2013,PDT000874946.1,USA: Houston,respiratory,,,1.0,
SRR5385892,2013,2013,PDT000874952.1,USA: Houston,bile,,,0.0,
SRR5385920,2013,2013,PDT000874980.1,USA: Houston,urine,,,1.0,
SRR5385928,2013,2013,PDT000874988.1,USA: Houston,blood,,,1.0,
SRR5386466,2013,2013,PDT000875544.1,USA: Houston,blood,,,1.0,
SRR5386469,2013,2013,PDT000875547.1,USA: Houston,urine,,,1.0,
SRR5386479,2013,2013,PDT000875557.1,USA: Houston,blood,,,1.0,
SRR5386481,2013,2013,PDT000875559.1,USA: Houston,ULCER,,,1.0,
SRR5386529,2013,2013,PDT000875607.1,USA: Houston,PUS,,,1.0,
SRR5386544,2013,2013,PDT000875622.1,USA: Houston,urine,,,1.0,
SRR5386572,2013,2013,PDT000875649.1,USA: Houston,blood,,,0.0,
SRR5386588,2013,2013,PDT000875665.1,USA: Houston,respiratory,,,1.0,
SRR5386995,2013,2013,PDT000876034.1,USA: Houston,urine,,,1.0,
SRR5387027,2013,2013,PDT000876066.1,USA: Houston,urine,,,0.0,
SRR5387031,2013,2013,PDT000876070.1,USA: Houston,urine,,,0.0,
SRR5387035,2013,2013,PDT000876074.1,USA: Houston,urine,,,0.0,
SRR3221683,2013,2013,PDT001230706.1,USA: Pennsylvania,Peritoneal Fluid,0.0,0.0,,
SRR3185097,2014,2014,PDT000111520.2,"USA:Maryland,Bethesa",SURVEILLANCE,0.0,1.0,1.0,1.0
SRR3222204,2014,2014,PDT000130442.2,USA: Connecticut,sputum,1.0,1.0,,1.0
SRR3222424,2014,2014,PDT000130450.2,USA: Alabama,sputum,0.0,1.0,,1.0
SRR3222446,2014,2014,PDT000130451.2,USA: Alabama,sputum,0.0,1.0,,1.0
SRR3222447,2014,2014,PDT000130452.2,USA: Alabama,,0.0,1.0,,1.0
SRR4017836,2014,2014,PDT000143930.5,USA,urine,,1.0,1.0,1.0
SRR4017837,2014,2014,PDT000143931.5,USA,urine,0.0,0.0,1.0,1.0
SRR4017840,2014,2014,PDT000143934.5,USA,urine,,1.0,1.0,1.0
SRR4017841,2014,2014,PDT000143935.5,USA,urine,0.0,1.0,1.0,
SRR4017842,2014,2014,PDT000143936.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017843,2014,2014,PDT000143937.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017844,2014,2014,PDT000143938.5,USA,urine,1.0,1.0,1.0,1.0
SRR4017846,2014,2014,PDT000143940.5,USA,urine,,1.0,1.0,0.0
SRR4017847,2014,2014,PDT000143941.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017848,2014,2014,PDT000143942.5,USA,urine,1.0,1.0,1.0,1.0
SRR4017849,2014,2014,PDT000143943.5,USA,blood,0.0,0.0,1.0,1.0
SRR4017850,2014,2014,PDT000143944.5,USA,blood,,1.0,1.0,1.0
SRR4017851,2014,2014,PDT000143945.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017852,2014,2014,PDT000143946.5,USA,urine,,1.0,1.0,1.0
SRR4017854,2014,2014,PDT000143948.5,USA,urine,0.0,1.0,1.0,
SRR4017855,2014,2014,PDT000143952.4,USA,urine,0.0,0.0,1.0,0.0
SRR4017856,2014,2014,PDT000143953.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017880,2014,2014,PDT000143956.4,USA,urine,0.0,0.0,1.0,0.0
SRR4017881,2014,2014,PDT000143957.4,USA,urine,0.0,0.0,1.0,1.0
SRR4017882,2014,2014,PDT000143958.4,USA,urine,0.0,0.0,1.0,0.0
SRR4017883,2014,2014,PDT000143959.4,USA,urine,0.0,0.0,1.0,0.0
SRR4017885,2014,2014,PDT000143961.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017887,2014,2014,PDT000143963.5,USA,urine,0.0,0.0,0.0,0.0
SRR4017890,2014,2014,PDT000143966.5,USA,blood,,1.0,1.0,1.0
SRR4017892,2014,2014,PDT000143968.5,USA,urine,1.0,1.0,1.0,1.0
SRR4017893,2014,2014,PDT000143969.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017894,2014,2014,PDT000143970.5,USA,blood,1.0,1.0,1.0,1.0
SRR4017895,2014,2014,PDT000143971.5,USA,urine,,1.0,1.0,1.0
SRR4017897,2014,2014,PDT000143973.5,USA,urine,0.0,0.0,1.0,1.0
SRR4017898,2014,2014,PDT000143974.5,USA,blood,,1.0,1.0,1.0
SRR4017902,2014,2014,PDT000143978.5,USA,urine,,1.0,1.0,1.0
SRR4017906,2014,2014,PDT000143982.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017908,2014,2014,PDT000143984.4,USA,urine,0.0,0.0,1.0,0.0
SRR4017909,2014,2014,PDT000143985.4,USA,urine,0.0,1.0,1.0,0.0
SRR4017914,2014,2014,PDT000143990.4,USA,urine,0.0,0.0,,1.0
SRR4017915,2014,2014,PDT000143991.5,USA,blood,0.0,1.0,1.0,1.0
SRR4017916,2014,2014,PDT000143992.5,USA,urine,,1.0,1.0,1.0
SRR4017918,2014,2014,PDT000143994.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017919,2014,2014,PDT000143995.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017920,2014,2014,PDT000143996.3,USA,blood,1.0,1.0,1.0,
SRR4017921,2014,2014,PDT000143997.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017922,2014,2014,PDT000143998.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017923,2014,2014,PDT000143999.5,USA,urine,,1.0,0.0,0.0
SRR4017924,2014,2014,PDT000144000.5,USA,urine,,1.0,1.0,1.0
SRR4017925,2014,2014,PDT000144001.5,USA,blood,0.0,0.0,1.0,1.0
SRR4017927,2014,2014,PDT000144003.5,USA,urine,,1.0,1.0,1.0
SRR4017928,2014,2014,PDT000144004.5,USA,urine,0.0,1.0,1.0,1.0
SRR4017929,2014,2014,PDT000144005.5,USA,urine,0.0,1.0,1.0,0.0
SRR4035114,2014,2014,PDT000144550.5,USA,urine,0.0,1.0,1.0,0.0
SRR4035115,2014,2014,PDT000144551.5,USA,urine,0.0,1.0,1.0,1.0
SRR4035116,2014,2014,PDT000144552.5,USA,urine,0.0,1.0,1.0,1.0
SRR4035118,2014,2014,PDT000144554.5,USA,urine,,1.0,1.0,1.0
SRR4035123,2014,2014,PDT000144559.5,USA,urine,0.0,1.0,1.0,1.0
SRR4035124,2014,2014,PDT000144560.5,USA,urine,0.0,1.0,1.0,1.0
SRR4035125,2014,2014,PDT000144561.5,USA,urine,,1.0,1.0,1.0
SRR4035126,2014,2014,PDT000144562.5,USA,urine,0.0,1.0,1.0,1.0
SRR4065635,2014,2014,PDT000145812.5,USA,urine,1.0,1.0,1.0,
SRR4065636,2014,2014,PDT000145813.4,USA,urine,0.0,0.0,1.0,0.0
SRR4065637,2014,2014,PDT000145814.5,USA,urine,0.0,1.0,1.0,1.0
SRR4065638,2014,2014,PDT000145815.5,USA,blood,0.0,1.0,1.0,1.0
SRR4065639,2014,2014,PDT000145816.5,USA,blood,0.0,1.0,1.0,1.0
SRR4065640,2014,2014,PDT000145817.5,USA,urine,0.0,1.0,1.0,1.0
SRR4065641,2014,2014,PDT000145818.5,USA,Fluid_Ascitic,0.0,1.0,1.0,1.0
SRR4065646,2014,2014,PDT000145823.5,USA,urine,,1.0,1.0,1.0
SRR4065647,2014,2014,PDT000145824.5,USA,urine,,1.0,1.0,1.0
SRR4065651,2014,2014,PDT000145828.4,USA,blood,0.0,,1.0,0.0
SRR4065652,2014,2014,PDT000145829.5,USA,urine,,1.0,1.0,1.0
SRR4065653,2014,2014,PDT000145830.5,USA,urine,,1.0,1.0,1.0
SRR4065663,2014,2014,PDT000145832.5,USA,urine,0.0,1.0,1.0,1.0
SRR4065664,2014,2014,PDT000145833.5,USA,urine,0.0,0.0,0.0,0.0
SRR4065667,2014,2014,PDT000145836.4,USA,urine,0.0,,1.0,
SRR4065668,2014,2014,PDT000145837.5,USA,urine,0.0,1.0,1.0,1.0
SRR4065670,2014,2014,PDT000145839.9,USA,urine,0.0,1.0,1.0,
SRR4065671,2014,2014,PDT000145840.4,USA,urine,0.0,0.0,1.0,0.0
SRR4065673,2014,2014,PDT000145842.9,USA,urine,0.0,0.0,1.0,0.0
SRR4065678,2014,2014,PDT000145847.5,USA,urine,0.0,1.0,1.0,1.0
SRR4065679,2014,2014,PDT000145848.5,USA,urine,0.0,0.0,1.0,1.0
SRR4065680,2014,2014,PDT000145849.5,USA,urine,,1.0,1.0,1.0
SRR4065689,2014,2014,PDT000145850.5,USA,blood,0.0,1.0,1.0,1.0
SRR4065698,2014,2014,PDT000145851.5,USA,urine,0.0,1.0,1.0,
SRR4065699,2014,2014,PDT000145852.5,USA,urine,,1.0,1.0,1.0
SRR4065700,2014,2014,PDT000145853.5,USA,urine,0.0,1.0,1.0,1.0
SRR4065702,2014,2014,PDT000145855.5,USA,urine,,1.0,1.0,1.0
SRR4065707,2014,2014,PDT000145881.4,USA,urine,0.0,0.0,1.0,0.0
SRR4069213,2014,2014,PDT000145884.4,USA,urine,0.0,0.0,1.0,0.0
SRR4069215,2014,2014,PDT000145886.2,USA,urine,0.0,0.0,1.0,0.0
SRR4069216,2014,2014,PDT000145887.4,USA,urine,0.0,0.0,0.0,0.0
SRR5385636,2014,2014,PDT000874696.1,USA: Houston,urine,,,1.0,
SRR5385962,2014,2014,PDT000875021.1,USA: Houston,urine,,,1.0,
SRR5385968,2014,2014,PDT000875027.1,USA: Houston,respiratory,,,1.0,
SRR5385969,2014,2014,PDT000875028.1,USA: Houston,urine,,,1.0,
SRR5385980,2014,2014,PDT000875039.1,USA: Houston,urine,,,1.0,
SRR5385985,2014,2014,PDT000875044.1,USA: Houston,urine,,,1.0,
SRR5385991,2014,2014,PDT000875050.1,USA: Houston,respiratory,,,1.0,
SRR5385999,2014,2014,PDT000875058.1,USA: Houston,urine,,,1.0,
SRR5386004,2014,2014,PDT000875063.1,USA: Houston,respiratory,,,1.0,
SRR5386006,2014,2014,PDT000875065.1,USA: Houston,respiratory,,,1.0,
SRR5386039,2014,2014,PDT000875081.1,USA: Houston,urine,,,1.0,
SRR5386099,2014,2014,PDT000875139.1,USA: Houston,urine,,,1.0,
SRR5386101,2014,2014,PDT000875141.1,USA: Houston,urine,,,0.0,
SRR5386102,2014,2014,PDT000875142.1,USA: Houston,urine,,,1.0,
SRR5386111,2014,2014,PDT000875151.1,USA: Houston,urine,,,1.0,
SRR5386112,2014,2014,PDT000875152.1,USA: Houston,bile,,,1.0,
SRR5386114,2014,2014,PDT000875154.1,USA: Houston,urine,,,1.0,
SRR5386122,2014,2014,PDT000875162.1,USA: Houston,urine,,,1.0,
SRR5386123,2014,2014,PDT000875163.1,USA: Houston,ULCER,,,1.0,
SRR5386142,2014,2014,PDT000875224.1,USA: Houston,blood,,,1.0,
SRR5386144,2014,2014,PDT000875226.1,USA: Houston,respiratory,,,0.0,
SRR5386151,2014,2014,PDT000875233.1,USA: Houston,urine,,,1.0,
SRR5386152,2014,2014,PDT000875234.1,USA: Houston,respiratory,,,1.0,
SRR5386155,2014,2014,PDT000875237.1,USA: Houston,respiratory,,,1.0,
SRR5386614,2014,2014,PDT000875681.1,USA: Houston,urine,,,1.0,
SRR5386638,2014,2014,PDT000875705.1,USA: Houston,blood,,,1.0,
SRR5386646,2014,2014,PDT000875713.1,USA: Houston,ABSCESS,,,1.0,
SRR5386649,2014,2014,PDT000875716.1,USA: Houston,urine,,,1.0,
SRR5386661,2014,2014,PDT000875728.1,USA: Houston,urine,,,1.0,
SRR5386686,2014,2014,PDT000875753.1,USA: Houston,respiratory,,,1.0,
SRR5386697,2014,2014,PDT000875762.1,USA: Houston,urine,,,1.0,
SRR5386709,2014,2014,PDT000875774.1,USA: Houston,respiratory,,,0.0,
SRR5386742,2014,2014,PDT000875793.1,USA: Houston,urine,,,1.0,
SRR5386766,2014,2014,PDT000875817.1,USA: Houston,urine,,,1.0,
SRR5386778,2014,2014,PDT000875829.1,USA: Houston,urine,,,1.0,
SRR5386811,2014,2014,PDT000875862.1,USA: Houston,urine,,,1.0,
SRR5386830,2014,2014,PDT000875881.1,USA: Houston,urine,,,1.0,
SRR5386839,2014,2014,PDT000875890.1,USA: Houston,blood,,,1.0,
SRR5386925,2014,2014,PDT000875969.1,USA: Houston,urine,,,1.0,
SRR5386927,2014,2014,PDT000875971.1,USA: Houston,blood,,,1.0,
SRR5386930,2014,2014,PDT000875974.1,USA: Houston,urine,,,1.0,
SRR5386936,2014,2014,PDT000875980.1,USA: Houston,wound,,,1.0,
SRR5386946,2014,2014,PDT000875990.1,USA: Houston,urine,,,1.0,
SRR5386965,2014,2014,PDT000876009.1,USA: Houston,urine,,,1.0,
SRR5386977,2014,2014,PDT000876021.1,USA: Houston,urine,,,1.0,
SRR5387355,2014,2014,PDT000876282.1,USA: Houston,urine,,,1.0,
SRR5387362,2014,2014,PDT000876289.1,USA: Houston,urine,,,1.0,
SRR5387364,2014,2014,PDT000876291.1,USA: Houston,urine,,,1.0,
SRR5387375,2014,2014,PDT000876302.1,USA: Houston,urine,,,0.0,
SRR5387394,2014,2014,PDT000876321.1,USA: Houston,respiratory,,,0.0,
SRR5387395,2014,2014,PDT000876322.1,USA: Houston,HWARE,,,1.0,
SRR5387423,2014,2014,PDT000876350.1,USA: Houston,urine,,,1.0,
SRR5387162,2015,2015,PDT000876089.1,USA: Houston,respiratory,,,1.0,
SRR5387175,2015,2015,PDT000876102.1,USA: Houston,urine,,,1.0,
SRR5387184,2015,2015,PDT000876111.1,USA: Houston,blood,,,0.0,
SRR5387213,2015,2015,PDT000876140.1,USA: Houston,ULCER,,,1.0,
SRR5387279,2015,2015,PDT000876206.1,USA: Houston,wound,,,1.0,
SRR5387280,2015,2015,PDT000876207.1,USA: Houston,wound,,,1.0,
SRR5387289,2015,2015,PDT000876216.1,USA: Houston,blood,,,0.0,
SRR3618629,2016,2016,PDT000133653.2,USA:Boston,abscess,0.0,1.0,1.0,1.0
SRR5973256,2017,2017,PDT000431355.1,USA: Houston,urine,,,0.0,
SRR5973257,2017,2017,PDT000431356.1,USA: Houston,urine,,,0.0,
SRR5973258,2017,2017,PDT000431357.1,USA: Houston,urine,,,0.0,
SRR5973260,2017,2017,PDT000431359.1,USA: Houston,TISSU,,,0.0,
SRR5973261,2017,2017,PDT000431360.1,USA: Houston,urine,,,0.0,
SRR5973262,2017,2017,PDT000431361.1,USA: Houston,urine,,,0.0,
SRR5973263,2017,2017,PDT000431362.1,USA: Houston,urine,,,1.0,
SRR5973264,2017,2017,PDT000431363.1,USA: Houston,urine,,,0.0,
SRR5973271,2017,2017,PDT000431370.1,USA: Houston,SPUTM,,,1.0,
SRR5973277,2017,2017,PDT000431376.1,USA: Houston,urine,,,0.0,
SRR5973278,2017,2017,PDT000431377.1,USA: Houston,urine,,,0.0,
SRR5973292,2017,2017,PDT000431391.1,USA: Houston,DRAIN,,,1.0,
SRR5973295,2017,2017,PDT000431394.1,USA: Houston,urine,,,0.0,
SRR5973296,2017,2017,PDT000431395.1,USA: Houston,urine,,,0.0,
SRR5973300,2017,2017,PDT000431399.1,USA: Houston,urine,,,0.0,
SRR5973301,2017,2017,PDT000431400.1,USA: Houston,urine,,,0.0,
SRR5973302,2017,2017,PDT000431401.1,USA: Houston,urine,,,0.0,
SRR5973303,2017,2017,PDT000431402.1,USA: Houston,urine,,,0.0,
SRR5973304,2017,2017,PDT000431403.1,USA: Houston,urine,,,0.0,
SRR5973305,2017,2017,PDT000431404.1,USA: Houston,urine,,,0.0,
SRR5973306,2017,2017,PDT000431405.1,USA: Houston,urine,,,0.0,
SRR5973307,2017,2017,PDT000431406.1,USA: Houston,blood,,,0.0,
SRR5973308,2017,2017,PDT000431407.1,USA: Houston,urine,,,0.0,
SRR5973309,2017,2017,PDT000431408.1,USA: Houston,urine,,,0.0,
SRR5973310,2017,2017,PDT000431409.1,USA: Houston,urine,,,0.0,
SRR5973311,2017,2017,PDT000431410.1,USA: Houston,urine,,,0.0,
SRR5973314,2017,2017,PDT000431413.1,USA: Houston,urine,,,0.0,
SRR5973325,2017,2017,PDT000431424.1,USA: Houston,blood,,,0.0,
SRR5973326,2017,2017,PDT000431425.1,USA: Houston,urine,,,0.0,
SRR5973327,2017,2017,PDT000431426.1,USA: Houston,urine,,,0.0,
SRR5973328,2017,2017,PDT000431427.1,USA: Houston,urine,,,0.0,
SRR5973330,2017,2017,PDT000431429.1,USA: Houston,urine,,,0.0,
SRR5973331,2017,2017,PDT000431430.1,USA: Houston,urine,,,0.0,
SRR5973332,2017,2017,PDT000431431.1,USA: Houston,urine,,,0.0,
SRR5973333,2017,2017,PDT000431432.1,USA: Houston,LD,,,0.0,
SRR5973334,2017,2017,PDT000431433.1,USA: Houston,urine,,,0.0,
SRR5973346,2017,2017,PDT000431445.1,USA: Houston,ABSC,,,0.0,
SRR5973347,2017,2017,PDT000431446.1,USA: Houston,urine,,,0.0,
SRR5973348,2017,2017,PDT000431447.1,USA: Houston,blood,,,0.0,
SRR5973349,2017,2017,PDT000431448.1,USA: Houston,wound,,,0.0,
SRR5973350,2017,2017,PDT000431449.1,USA: Houston,urine,,,0.0,
SRR5973351,2017,2017,PDT000431450.1,USA: Houston,DRAIN,,,0.0,
SRR5973352,2017,2017,PDT000431451.1,USA: Houston,SPUTM,,,0.0,
SRR5973353,2017,2017,PDT000431452.1,USA: Houston,urine,,,0.0,
SRR5973354,2017,2017,PDT000431453.1,USA: Houston,urine,,,0.0,
SRR5973360,2017,2017,PDT000431459.1,USA: Houston,SPUTM,,,0.0,
SRR5973361,2017,2017,PDT000431460.1,USA: Houston,urine,,,1.0,
SRR5973362,2017,2017,PDT000431461.1,USA: Houston,urine,,,0.0,
SRR5973363,2017,2017,PDT000431462.1,USA: Houston,urine,,,0.0,
SRR5973364,2017,2017,PDT000431463.1,USA: Houston,EXUD,,,0.0,
SRR5973365,2017,2017,PDT000431464.1,USA: Houston,SPUTM,,,0.0,
SRR5973366,2017,2017,PDT000431465.1,USA: Houston,urine,,,0.0,
SRR5973367,2017,2017,PDT000431466.1,USA: Houston,urine,,,0.0,
SRR5973368,2017,2017,PDT000431467.1,USA: Houston,BRONW,,,0.0,
SRR5973370,2017,2017,PDT000431469.1,USA: Houston,urine,,,0.0,
SRR5973371,2017,2017,PDT000431470.1,USA: Houston,urine,,,0.0,
SRR5973372,2017,2017,PDT000431471.1,USA: Houston,urine,,,0.0,
SRR5973382,2017,2017,PDT000431481.1,USA: Houston,urine,,,0.0,
SRR5973383,2017,2017,PDT000431482.1,USA: Houston,urine,,,0.0,
SRR5973385,2017,2017,PDT000431484.1,USA: Houston,urine,,,0.0,
SRR5973386,2017,2017,PDT000431485.1,USA: Houston,bile,,,0.0,
SRR5973387,2017,2017,PDT000431486.1,USA: Houston,blood,,,0.0,
SRR5973389,2017,2017,PDT000431488.1,USA: Houston,urine,,,0.0,
SRR5973391,2017,2017,PDT000431490.1,USA: Houston,urine,,,0.0,
SRR5973392,2017,2017,PDT000431491.1,USA: Houston,urine,,,1.0,
SRR5973394,2017,2017,PDT000431493.1,USA: Houston,urine,,,1.0,
SRR5973402,2017,2017,PDT000431501.1,USA: Houston,urine,,,0.0,
SRR5973403,2017,2017,PDT000431502.1,USA: Houston,urine,,,0.0,
SRR5973406,2017,2017,PDT000431505.1,USA: Houston,urine,,,0.0,
SRR5973407,2017,2017,PDT000431506.1,USA: Houston,urine,,,0.0,
SRR5973408,2017,2017,PDT000431507.1,USA: Houston,urine,,,0.0,
SRR5973409,2017,2017,PDT000431508.1,USA: Houston,urine,,,0.0,
SRR5973410,2017,2017,PDT000431509.1,USA: Houston,urine,,,0.0,
SRR5973411,2017,2017,PDT000431510.1,USA: Houston,urine,,,0.0,
SRR10383451,2017,2017,PDT000724065.1,USA:Cincinnati,urine,0.0,0.0,1.0,0.0
SRR10383452,2017,2017,PDT000724066.1,USA:Cincinnati,urine,0.0,0.0,0.0,0.0
SRR10383455,2017,2017,PDT000724069.1,USA:Cincinnati,blood,0.0,0.0,0.0,0.0
SRR10383458,2017,2017,PDT000724072.1,USA:Cincinnati,urine,0.0,0.0,0.0,0.0
SRR29202186,2022,2022,PDT002188896.1,Canada:Ontario,Coconut meat [FOODON:00003856]; Ready-to-eat (RTE) [FOODON:03316636]; Food (chunks) [FOODON:00004555]; Food (frozen) [FOODON:03302148]; Retail environment [ENVO:01001448],,,,0.0
SRR29202187,2022,2022,PDT002188897.1,Canada:Ontario,Coconut meat [FOODON:00003856]; Ready-to-eat (RTE) [FOODON:03316636]; Food (chunks) [FOODON:00004555]; Food (frozen) [FOODON:03302148]; Retail environment [ENVO:01001448],,,,0.0
SRR32535790,2022,2022,PDT002650409.1,Brazil: Curitiba,blood,,1.0,1.0,1.0
SRR32535824,2022,2022,PDT002650443.1,Brazil: Curitiba,Hospital effluent,,0.0,1.0,0.0
SRR32535825,2022,2022,PDT002650444.1,Brazil: Curitiba,Hospital effluent,,0.0,1.0,0.0
SRR32535826,2022,2022,PDT002650445.1,Brazil: Curitiba,Hospital effluent,,1.0,1.0,1.0
SRR32535827,2022,2022,PDT002650446.1,Brazil: Curitiba,Hospital effluent,,1.0,1.0,1.0
SRR32535829,2022,2022,PDT002650448.1,Brazil: Curitiba,Hospital effluent,,1.0,1.0,1.0
